***  Récepteur: 1.17, Outil: 5.2.0.6, Mode: ORG, Freq: 2 Hz, GPS: Raid, Véhicule: 2, Course: 8, CHK: NOK  ***
InfosControle
Concurrent;   86
No série; 5129
Course; E1K0 
Code1 entrés; 2982
Code2 entrés; 
CHK; NOK
CP non passés; 9
Asc non passés; 0
Discontinuités; 0
Excès vit.village; 7
Excès vit.globale; 0
Nb Wpts démasqués; 0
Cps non passés; 4; 5; 6; 7; 8; 9; 10; 11; 40
Dépassements vitesse; 15+ : 87; 15+ : 102; 15+ : 110; 15+ : 64; 15+ : 95; 15+ : 104; 15+ : 72
 
InfosChronos
DateHeure: 6/4/13;09:56:33;TPC;NumWpt: 1;TempsPassage: 250;;
DateHeure: 6/4/13;10:01:25;TPC;NumWpt: 39;TempsPassage: 765;;
DateHeure: 6/4/13;12:35:11;TPC;NumWpt: 2;TempsPassage: 260;;
DateHeure: 6/4/13;12:56:51;TPC;NumWpt: 3;TempsPassage: 755;;
DateHeure: 6/4/13;14:08:44;TPC;NumWpt: 12;TempsPassage: 275;;
DateHeure: 6/4/13;14:10:12;TPC;NumWpt: 13;TempsPassage: 800;;
DateHeure: 6/4/13;14:42:53;TPC;NumWpt: 14;TempsPassage: 385;;
DateHeure: 6/4/13;15:07:42;TPC;NumWpt: 15;TempsPassage: 710;;
DateHeure: 6/4/13;15:15:36;TPC;NumWpt: 16;TempsPassage: 905;;
DateHeure: 6/4/13;15:32:10;TPC;NumWpt: 17;TempsPassage: 715;;
DateHeure: 6/4/13;15:33:55;TPC;NumWpt: 18;TempsPassage: 580;;
DateHeure: 6/4/13;15:41:38;TPC;NumWpt: 19;TempsPassage: 235;;
DateHeure: 6/4/13;15:42:39;TPC;NumWpt: 20;TempsPassage: 255;;
DateHeure: 6/4/13;15:47:45;TPC;NumWpt: 21;TempsPassage: 245;;
DateHeure: 6/4/13;16:18:27;TPC;NumWpt: 22;TempsPassage: 760;;
DateHeure: 6/4/13;16:22:35;TPC;NumWpt: 23;TempsPassage: 320;;
DateHeure: 6/4/13;17:11:31;TPC;NumWpt: 24;TempsPassage: 610;;
DateHeure: 6/4/13;17:34:52;TPC;NumWpt: 25;TempsPassage: 750;;
DateHeure: 6/4/13;17:46:05;TPC;NumWpt: 26;TempsPassage: 255;;
DateHeure: 6/4/13;18:27:41;TPC;NumWpt: 27;TempsPassage: 770;;
DateHeure: 6/4/13;18:28:21;TPC;NumWpt: 28;TempsPassage: 340;;
DateHeure: 6/4/13;18:29:27;TPC;NumWpt: 29;TempsPassage: 895;;
DateHeure: 6/4/13;18:30:43;TPC;NumWpt: 30;TempsPassage: 630;;
DateHeure: 6/4/13;18:36:54;TPC;NumWpt: 31;TempsPassage: 610;;
DateHeure: 6/4/13;18:38:28;TPC;NumWpt: 32;TempsPassage: 250;;
DateHeure: 6/4/13;19:05:29;TPC;NumWpt: 33;TempsPassage: 260;;
DateHeure: 6/4/13;19:22:45;TPC;NumWpt: 34;TempsPassage: 130;;
DateHeure: 6/4/13;19:31:47;TPC;NumWpt: 35;TempsPassage: 720;;
DateHeure: 6/4/13;19:51:34;TPC;NumWpt: 36;TempsPassage: 330;;
DateHeure: 6/4/13;20:14:16;TPC;NumWpt: 37;TempsPassage: 310;;
DateHeure: 6/4/13;20:43:35;TPC;NumWpt: 38;TempsPassage: 405;;
DateHeure: 6/4/13;21:20:46;TPC;NumWpt: 1;TempsPassage: 245;;
DateHeure: 6/4/13;21:42:02;TPC;NumWpt: 39;TempsPassage: 640;;

<FIN>
